timeStamp,name,open,high,low,close,volume,marketCap
2023-11-01T00:00:00.000Z,2781,38.51305799,46.25089906,37.96105264,41.46154433,3630725002,17390661824
2023-11-02T00:00:00.000Z,2781,41.385949,44.48912546,38.97534414,40.20757102,2583692673,16865518992
2023-11-03T00:00:00.000Z,2781,40.20892643,40.22572289,38.21837492,39.51976196,1755955299,16597062993
2023-11-04T00:00:00.000Z,2781,39.52021,42.69523859,39.16879384,42.34659469,1454107898,17784202445
2023-11-05T00:00:00.000Z,2781,42.37336678,42.80354058,40.38012746,41.23860153,884855277.7,17323908542
2023-11-06T00:00:00.000Z,2781,41.23856401,42.15506893,39.82507794,42.1285903,1010459088,17697740586
2023-11-07T00:00:00.000Z,2781,42.13777214,44.42584933,40.31990833,43.09254596,1780187159,18137705916
2023-11-08T00:00:00.000Z,2781,43.08591787,43.80505595,42.39422763,43.18988808,1009177437,18178633104
2023-11-09T00:00:00.000Z,2781,43.18187131,48.70306608,42.60818523,45.44482783,2830770419,19133073939
2023-11-10T00:00:00.000Z,2781,45.44236968,57.34910199,45.21684755,56.64385404,3795204638,23840315650
2023-11-11T00:00:00.000Z,2781,56.64099474,63.41544866,54.04486765,56.10266294,4182963132,23628554348
2023-11-12T00:00:00.000Z,2781,56.13203218,61.71490547,54.94210604,56.15409678,2987356952,23706316366
2023-11-13T00:00:00.000Z,2781,56.18062606,59.71365916,51.90705083,51.90705083,2942685126,21919715447
2023-11-14T00:00:00.000Z,2781,51.90221682,57.73010667,51.71446098,56.83837586,3195616616,24008328585
2023-11-15T00:00:00.000Z,2781,56.83994084,66.86766468,56.3089857,65.5344027,3793937162,27682833196
2023-11-16T00:00:00.000Z,2781,65.53944689,67.99215346,56.81012953,57.87140103,3922608772,24458743631
2023-11-17T00:00:00.000Z,2781,57.92103774,60.41628926,54.55164651,58.41593551,3185454735,24694112031
2023-11-18T00:00:00.000Z,2781,58.39267493,59.28344342,55.06231235,58.51272508,1942321169,24743277357
2023-11-19T00:00:00.000Z,2781,58.52428432,62.02115238,56.88264876,61.39355814,1998656461,25961432819
2023-11-20T00:00:00.000Z,2781,61.37045867,61.37045867,56.35343289,56.53383429,1937313546,23913284884
2023-11-21T00:00:00.000Z,2781,56.54036644,57.36568676,51.55591396,52.00047302,2440890238,21995659219
2023-11-22T00:00:00.000Z,2781,52.0021266,58.79156508,51.73749645,57.58855974,1985653842,24365952891
2023-11-23T00:00:00.000Z,2781,57.57801654,59.47392129,56.2875645,56.59936904,1379316733,23949413793
2023-11-24T00:00:00.000Z,2781,56.5788905,58.68601176,56.34909208,56.86644075,1146346831,24069836546
