timestamp,name,open,high,low,close,volume,marketCap
2023-11-01T00:00:00.000Z,2781,1815.872074,1858.31289,1786.409545,1847.089746,10628825648,222148196716
2023-11-02T00:00:00.000Z,2781,1847.259923,1873.884974,1790.11477,1800.621005,9004197724,216558513775
2023-11-03T00:00:00.000Z,2781,1800.91654,1835.072475,1779.635558,1832.795213,7622864055,220427195755
2023-11-04T00:00:00.000Z,2781,1833.368844,1867.261402,1825.736592,1857.698596,4845080427,223422362046
2023-11-05T00:00:00.000Z,2781,1857.395578,1911.608636,1848.620134,1894.157684,8867152645,227808286584
2023-11-06T00:00:00.000Z,2781,1894.027082,1914.582641,1871.973012,1899.837364,8104122602,228491840066
2023-11-07T00:00:00.000Z,2781,1900.599746,1907.56138,1852.790953,1888.124211,9203228152,227081573592
2023-11-08T00:00:00.000Z,2781,1887.119011,1904.546277,1874.545604,1889.322347,6751627017,227224492659
2023-11-09T00:00:00.000Z,2781,1888.940253,2130.885334,1884.204326,2120.560946,24709695029,255032647816
2023-11-10T00:00:00.000Z,2781,2121.067379,2134.691404,2068.134259,2078.289714,14740624457,249942527252
2023-11-11T00:00:00.000Z,2781,2078.058307,2089.530522,2035.082172,2052.713894,10228351203,246863043384
2023-11-12T00:00:00.000Z,2781,2053.118698,2066.003477,2019.028049,2045.187041,7951011698,245956142900
2023-11-13T00:00:00.000Z,2781,2045.354485,2116.010638,2031.95417,2055.26529,14322027970,247166782174
2023-11-14T00:00:00.000Z,2781,2054.765269,2065.066977,1939.280353,1979.052672,13087862495,237996343776
2023-11-15T00:00:00.000Z,2781,1979.472646,2061.991695,1968.774679,2060.408402,12626326991,247776555881
2023-11-16T00:00:00.000Z,2781,2059.965774,2088.662239,1940.574176,1960.881552,14651619483,235805214964
2023-11-17T00:00:00.000Z,2781,1961.867513,1990.050524,1910.445414,1961.280721,11881648738,235850668239
2023-11-18T00:00:00.000Z,2781,1961.671256,1971.462236,1921.062366,1963.285013,8064677046,236090356339
2023-11-19T00:00:00.000Z,2781,1963.180018,2015.633965,1944.900836,2013.204447,7716048818,242093237315
2023-11-20T00:00:00.000Z,2781,2011.853338,2066.409969,1996.044271,2022.239128,12866464824,243179946589
2023-11-21T00:00:00.000Z,2781,2022.21732,2035.03586,1937.066803,1937.066803,13653500841,232934220916
2023-11-22T00:00:00.000Z,2781,1933.583176,2089.514097,1933.163023,2064.425215,13372200584,248245097943
2023-11-23T00:00:00.000Z,2781,2063.905516,2088.031929,2041.464245,2062.210727,7828437946,247974942750
2023-11-24T00:00:00.000Z,2781,2062.411744,2132.481217,2060.999095,2081.152043,12141148820,250250115328
2023-11-25T00:00:00.000Z,2781,2081.296167,2091.342656,2067.917326,2084.413071,5362623390,250640854800
2023-11-26T00:00:00.000Z,2781,2084.177379,2094.096031,2038.600515,2063.286241,8054814154,248100227392
2023-11-27T00:00:00.000Z,2781,2062.390846,2070.606116,1988.12042,2027.417299,10574810069,243786625522
2023-11-28T00:00:00.000Z,2781,2027.517224,2074.954192,1996.814685,2049.338128,9910633038,246420242346
2023-11-29T00:00:00.000Z,2781,2049.186838,2071.99443,2020.756582,2029.929181,8945151861,244080073733
2023-11-30T00:00:00.000Z,2781,2029.35834,2054.44423,2022.461846,2052.556076,8107789163,246799826113
2023-12-01T00:00:00.000Z,2781,2052.096667,2109.319136,2046.557035,2087.140007,10866891430,250953198637
2023-12-02T00:00:00.000Z,2781,2087.66351,2182.817919,2087.408055,2165.704001,9130124831,260394436509
2023-12-03T00:00:00.000Z,2781,2165.895687,2213.175776,2151.720946,2193.691555,8278465782,263756848412
2023-12-04T00:00:00.000Z,2781,2193.66343,2273.069736,2193.007405,2243.215914,16149367134,269708642249
