Address,Name Tag,Balance,Percentage,Txn Count
0x14fd2489f8dce14e9a14a60b23c1cb54527c2c1b,,"20,000.1672819 ETH",0.01635668%,3
0x2449bfe8754b79add948bb3814aceff176b6e559,,"20,000.08275527 ETH",0.01635661%,26
0x5608c231745fe46b9f73058cde0d86ac0ff0df38,,"20,000.001278 ETH",0.01635654%,2
0xbf4e47672b9418865bb27147d1b09fcb00573c06,,"20,000.00101325 ETH",0.01635654%,9
0x5ce2e7ceaaa18af0f8aafa7fbad74cc89e3cd436,,"20,000.001 ETH",0.01635654%,2
0x0a636a76405627698880b96dc9e96b0c12aa90b9,,"20,000.00013075 ETH",0.01635654%,3
0xe652a5404f5867ba5d9ece2b95f48b3a267f6d69,,"20,000.00002171 ETH",0.01635654%,3
0xda0f9efb79cca7321adf4bc56fbda57232ded986,,"20,000.0000144 ETH",0.01635654%,2
0xa3932a31d6ff75fb3b1271ace7caa7d5e1ff1051,,"20,000.00001245 ETH",0.01635654%,3
0x93a107b4bee1c3679d42ff97d03582d2ead43fd0,,"20,000.000009 ETH",0.01635654%,2
0x8660f250d912c528285747da47518a94e56899a6,,"20,000.0000089 ETH",0.01635654%,2
0x84678bbe94eeec41e312cc9e557217926c6b2f6d,,"20,000.0000088 ETH",0.01635654%,2
0x8f5e73014d00bee5f88505db1950830373911d3a,,"20,000.0000077 ETH",0.01635654%,2
0x0dc0dd9978de3ed2a9ccd64e1a5f051050d9a55c,,"20,000.00000647 ETH",0.01635654%,2
0x58eaa8177d4309a8bb83205e49a8468cfa799d7e,,"20,000.00000001 ETH",0.01635654%,0
0x02b6d65cb00b7b36e1fb5ed3632c4cb20a894130,,"20,000 ETH",0.01635654%,2
0x12afbcba1427a6a39e7ba4849f7ab1c4358ac31b,,"20,000 ETH",0.01635654%,2
0xb1cd4bdfd104489a026ec99d597307a04279f173,,"20,000 ETH",0.01635654%,2
0xd942de4784f7a48716c0fd4b9d54a6e54c5f2f3e,,"20,000 ETH",0.01635654%,2
0x083937d7b7e7620c63356fdf07bf50dcd8c61551,,"20,000 ETH",0.01635654%,1
0x1514f411b9c7fcc763af4d97182b26e2df162552,,"20,000 ETH",0.01635654%,1
0x27ca5d05bb99a31c1cb793c8679f605ea58c1dd3,,"20,000 ETH",0.01635654%,1
0x329b872573ba71bef919ae216de07158a872629d,,"20,000 ETH",0.01635654%,1
0x3ed847c6657a30cdb2d75d64963653bb955549df,,"20,000 ETH",0.01635654%,1
0x53a6513a945c263fb7868e62959d55543a9f8b5e,,"20,000 ETH",0.01635654%,1
0x73e47ed13c96bbfa3301565226f7650c171c65ae,,"20,000 ETH",0.01635654%,1
0x809817ed1b3d124067c43c79695c816285897673,,"20,000 ETH",0.01635654%,1
0x91056475a96c5bf3ede4bba4d4b856c4210b70cd,,"20,000 ETH",0.01635654%,1
0x9f04ebdecb2db3b063966dd268f9d28fdf02c6d6,,"20,000 ETH",0.01635654%,1
0xa6b6f509b205a199962585f094d53bd89be619fc,,"20,000 ETH",0.01635654%,1
0xe551729730118c7114e9465f3743a73c417090a4,,"20,000 ETH",0.01635654%,1
0x4fdb97ed75b9e7e30601e62f7be0694f31eac8dc,,"19,999.99958 ETH",0.01635654%,1
0x9a421241c98bbb8ae013e4a5f85e5067e3874d16,,"19,999.99958 ETH",0.01635654%,1
0x99fb6ce36c483d1538db14c58bbb1f967ae17bc7,,"19,999.99750214 ETH",0.01635654%,2
0x84a81673851c6c024b825fe58afbb8a5ba0d927d,,"19,999.997496 ETH",0.01635654%,2
0x6c831c124f02ab3df986c640fb36cb70ebec0232,,"19,999.9917785 ETH",0.01635654%,1
0x94c055e858357aaa30cf2041fa9059ce164a1f91,,"19,999 ETH",0.01635573%,2
0xbd9ed5848af944ad0e7796101e50287ee3260426,,"19,973.30423736 ETH",0.01633471%,2
0x403a7a62c5b5f3a4cc3d6ef1fb5d283a8d2427e1,,"33,596.18592102 ETH",0.02747587%,1
0xdca6ab9508d28c0eb7b120b8252041edcb56753f,,"33,300 ETH",0.02723364%,15
0x85ad8bdf4a7b81cb647b90250b5b2f83cf23efe4,,"33,006.33673986 ETH",0.02699348%,12
0xd04daa65144b97f147fbc9a9b45e741df0a28fd7,,"33,000.99916621 ETH",0.02698911%,75
0x14407276f054004a4c5807c779416fd3106503af,,"32,825.63904995 ETH",0.02684570%,1
0xf197c6f2ac14d25ee2789a73e4847732c7f16bc9,,"32,642.20010144 ETH",0.02669568%,"1,163"
0xbc5a4a09450b4106be9a4df3d85da3f4617e819f,,"32,462.45775782 ETH",0.02654868%,402
0x70cd5778307be9390a5ed8edffaf7398b333d124,,"32,330.39191192 ETH",0.02644067%,16
0x6dab3bcbfb336b29d06b9c793aef7eaa57888922,,"32,249.85191349 ETH",0.02637480%,987
0x38b50146e71916a5448de12a4d742135dcf39833,,"32,200.00000842 ETH",0.02633403%,3
0xf2d4766ad705e3a5c9ba5b0436b473085f82f82f,Coinhako: Old Warm Wallet,"32,138.67774737 ETH",0.02628388%,"4,372"
0x30b86f843a10ec6b28e8fa76b8b86d8317c708b6,,"32,001.09807608 ETH",0.02617137%,8
0xf79f21c74a1e53c5eb148eb0c6e64196a30d439c,,"32,000.10336116 ETH",0.02617055%,22
0x6c064fb0b9956b111fdcfe4297c03c980dd7730c,,"31,618.38022751 ETH",0.02585837%,212
0xea3aa67237e3f773d30b01034c63021eff59e158,,"31,355.463438 ETH",0.02564335%,1
0xb5742a2dde347217efc3a7eb54bf753d1ddcd469,,"31,323.86507391 ETH",0.02561751%,60
0x6841731d5183fb7ccf89689b2e37cfdb8bf6799e,,"31,259.89397086 ETH",0.02556519%,1
0x078a9e1b56850dc9be25c20fb0f980c60775cf46,,"31,126.21099805 ETH",0.02545586%,1
0x1c7bfcad2ee0e50493fa6a22f4f06c0c9ec86e60,,"31,082.03404249 ETH",0.02541973%,3
0xa97beb3a48c45f1528284cb6a95f7de453358ec6,,"31,000 ETH",0.02535264%,2
0x78d070de6735ef2f21d0a6532a9ae254cae0aecf,,"30,999.99515019 ETH",0.02535264%,24
0x1eddfb5ef9d8a66d1ec39292a7d1ab42b865e04b,,"30,800.60814671 ETH",0.02518957%,24
0xb085aa12d33c018254e7f844956b1100628e50b5,,"30,434.86013421 ETH",0.02489046%,1
0x5efc9d10e42fb517456f4ac41eb5e2ebe42c8918,,"30,347.85433464 ETH",0.02481930%,930
0xff64a8933e05c9d585ab72db95d207ebee9be5a8,,"30,106.17228532 ETH",0.02462165%,23
0x491561db8b6fafb9007e62d050c282e92c4b6bc8,,"30,023.00000576 ETH",0.02455362%,10
0xb5ab1ec3feac6134ab3cf7f0126d873929f756a2,,"30,006.7458331 ETH",0.02454033%,3
0x1fe29b608c1cab7b7354fc96c7bbb2a68355ced6,,"30,000.84763315 ETH",0.02453551%,11
0xa32e317f86ba61e87083e3e39bebba3837697678,,"30,000.01560306 ETH",0.02453483%,8
0x866c9a77d8ab71d2874703e80cb7ad809b301e8e,,"30,000.01383686 ETH",0.02453483%,7
0x896dfee1afeb6336e86911bd5a341c1264e5611a,Bitstamp 29,"30,000.0000088 ETH",0.02453481%,2
0x69073269729e6414b26ec8dc0fd935c73b579f1e,,"30,000 ETH",0.02453481%,2
0xa0f6121319a34f24653fb82addc8dd268af5b9e1,Deribit 2,"30,000 ETH",0.02453481%,15
0xa7e15ef7c01b58ebe5ef74aa73625ae4b11fe754,Deribit 4,"30,000 ETH",0.02453481%,7
0x92694498ac23728b1faf8d8ae083510bdff515ff,,"29,999.99487721 ETH",0.02453481%,2
0x11f52057c6969b4df9978948caa560a635a7fd3d,,"29,980.77271433 ETH",0.02451909%,5
0x3262f13a39efaca789ae58390441c9ed76bc658a,,"29,930.02153902 ETH",0.02447758%,56
0x4cc61daed7824ff8b5081f204e16bea330c2eeab,,"29,869.005 ETH",0.02442768%,2
0xf8047b8b16876435214b7b8ec6836a707b56a469,,"29,835.35834209 ETH",0.02440017%,2
0xa2f6abe26fe0e1c1f2684ab002ed02a59ffbf85a,,"29,817.59405002 ETH",0.02438564%,66
0xbc9b1e338fadf78c6a5667d1efb11c75b627a5fd,,"29,689.98855664 ETH",0.02428128%,8
0x111cff45948819988857bbf1966a0399e0d1141e,bitFlyer,"29,601.63377522 ETH",0.02420902%,"15,980"
0x5d8f71af4f6afd7f89c2bb9db7d7f95f5ae127fd,,"29,550.84892284 ETH",0.02416749%,1
0x2efb50e952580f4ff32d8d2122853432bbf2e204,Robinhood 2,"29,239.44310895 ETH",0.02391281%,"8,334"
0x770b376dca76cb1e190f9539010bce8d96c26bc6,,"29,162.64107615 ETH",0.02385000%,1
0xb203e1170a30e68dc5b20aac08aa42619842c79e,,"29,101.50854658 ETH",0.02380000%,181
0x5a52e96bacdabb82fd05763e25335261b270efcb,Binance 28,"29,017.7702532 ETH",0.02373152%,"3,035"
0xa3f480eb9e0a0d91d20538464c89a7d3d4951b63,,"29,000.25877686 ETH",0.02371720%,109
0x84712cc955ab7e33540d4ae4ed5838afb9b17f04,,"29,000.00020869 ETH",0.02371699%,9
0x6f17cebea98d247afec682aee781d23059236e3a,,"28,634.641 ETH",0.02341819%,1
0x05d5dd85827200b98fb24f585e395bcf9e2d8de0,,"28,582.76004099 ETH",0.02337576%,3
0x24c030caf0aab4e8aea86ab913a59fa909a659d5,,"28,065.48577559 ETH",0.02295272%,1
0x62296d196da9f6d4bce22b3e4c9222a501ad6639,,"28,049.97356555 ETH",0.02294003%,8
0x9e7972d68b9ec0980ffaca75daf7ad3ea84d9137,,"27,788.15316954 ETH",0.02272591%,1
0xae5d3d7ad60939bc9f0a5588457b5e75fa458d2e,,"27,586.48679702 ETH",0.02256098%,32
0x441d3663b321fd828350411641d7c9d57a183fcb,,"27,536.63917999 ETH",0.02252021%,27
0xb17c443c89b0c18e53b6e25ae55297e122b30e5c,,"27,450.25556456 ETH",0.02244956%,13
0xc8dd597fcf3c5d0b1c481201ddda275a860f4199,,"27,302.13843624 ETH",0.02232843%,1
0x955a27306f1eb21757ccbd8daa2de82675aabc36,,"27,275.95725818 ETH",0.02230702%,87
0xe7f13fa41185994ad813ae870a97833228ceeb01,,"27,262.29889186 ETH",0.02229585%,2
0x57757e3d981446d585af0d9ae4d7df6d64647806,,"27,018.2129183 ETH",0.02209623%,"1,654"
0x2ebb9a5111fc3e1ce4ec0b10a9f4ea47525c1ee1,,"26,842.85820421 ETH",0.02195282%,1
0x7c0c71d143c0ab9e1abc793b14d99b5cf8765e62,,"26,721.87707253 ETH",0.02185388%,24
0x517c46825fb35c273de66d71dcef0d7b63b1076b,,"26,475.5966108 ETH",0.02165246%,919
0xb3e45b73401c0acae07751e5c062bf98639c7090,,"26,338.4465181 ETH",0.02154030%,1
0x4ae51f92c4569ad0a7c0efd4084c331a1490415e,,"26,253.38392204 ETH",0.02147073%,1
0x69a8ff64ed164ed3d757831d425fdbe904186108,,"26,213.9407902 ETH",0.02143847%,68
0x95cddecd01856aa896426bd1ee021d87f3a5c199,,"26,000.158836 ETH",0.02126364%,11
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,Kraken 4,"25,902.51168902 ETH",0.02118378%,"4,161,631"
0x63b69ff1dd735dcc4556257e63604a7087aef640,,"25,885.455 ETH",0.02116983%,4
0x7711be4c8ce719146667e21b4829fb839f5cc28e,,"25,878.65743357 ETH",0.02116427%,1
0x06f6bbe65d594e046971a1a0337c838e454bef33,,"25,869.26935469 ETH",0.02115659%,2
0xe8e8f41ed29e46f34e206d7d2a7d6f735a3ff2cb,,"25,810.28760825 ETH",0.02110835%,768
0x1157a2076b9bb22a85cc2c162f20fab3898f4101,FalconX: 0x115...101,"25,545.19104228 ETH",0.02089155%,"67,449"
0x82dc7ebd4b26dfdef8e5939ec415f0929401bd31,,"25,536.19151027 ETH",0.02088419%,149
0x738ca94db7ce8be1c3056cd6988eb376359f3353,,"25,500 ETH",0.02085459%,2
0xc0bc8ffc7d1339ccf81e8f4db0ca0bc82f30bbf6,,"25,352.55068796 ETH",0.02073400%,77
0xe9b45c2973ed20285ac66966eebd52d5e0fe7362,,"25,324.65541869 ETH",0.02071119%,35
0x01e94b2bf66297c0fc3841f3edb6f49f080a801c,,"25,297.75100604 ETH",0.02068919%,2
0xf89d7b9c864f589bbf53a82105107622b35eaa40,Bybit: Hot Wallet,"25,248.23505328 ETH",0.02064869%,"4,836,174"
0xa329e0274b764c45873346098ec9ddcec1546731,,"25,201.79700712 ETH",0.02061071%,1
0xddbe36334fa75a371c22ecb4cef41d66061564b3,,"25,173.46617744 ETH",0.02058754%,1
0x0017408209fd546fda8f5f5135ebfb346a7cfabf,,"25,114.9998404 ETH",0.02053973%,1
0x17907a61ddea6dfb4f8c3f5dbcfac086303b8653,,"25,075.36879997 ETH",0.02050732%,1
0xa23cbcdfafd09de2ce793d0a08f51865885be3f5,,"25,005.02777352 ETH",0.02044979%,754
0xcd564d45654b7e90738ad4f578248704c361e391,,"25,000.07549976 ETH",0.02044574%,7
0x8d4cda7c2ac8f4ac35dd8d1491c9058cc7ee4e0b,,"25,000.0000085 ETH",0.02044568%,2
0x8c11bda622e6780ff36e5b4d887db5d186367df9,,"25,000.00000544 ETH",0.02044568%,2
0x072b8ec96f4bd51d85d2c9507cad23d930623348,,"24,990.00000889 ETH",0.02043750%,3
0xb8040536958d5998ce4bec0cfc9c2204989848e9,,"24,472.42001 ETH",0.02001421%,3
0xe4d63bdfb451227a49b6ddc047d680cc7e84b6cb,,"24,458.5995789 ETH",0.02000291%,2
0xdc83adb3d66938bcd8e1b9a6add8d370aa738410,,"24,362.14 ETH",0.01992402%,2
0x7a5e99e67d6a5e8995f93d90d34ccb4b58524585,,"24,280.69030769 ETH",0.01985741%,1
0xebec795c9c8bbd61ffc14a6662944748f299cacf,Fee Recipient: 0xeBe...Acf,"24,269.5462015 ETH",0.01984829%,"174,014"
0x4caab33b374048d87f8e7f383f88bd8f08b93440,,"24,268.97508915 ETH",0.01984783%,2
0x15e34a8324164ef0890471f6f527451f7a22cf12,,"24,099.99687707 ETH",0.01970963%,6
0x17a96a2103c69c8d283bd8b229938bf339d67364,,"23,974.87499096 ETH",0.01960730%,1
0xf4e11b89519eccd988a56749f1c64ad9bfe0298f,Prime Trust: Legacy MultiSig 1,"23,777.72736702 ETH",0.01944607%,252
0x0b691757950dc0781c0a56b7ce6741f04b04c977,,"23,768.57148636 ETH",0.01943858%,1
0xa4ba59edffeb8bf4036907b3cd2bc4da8c90f5c5,,"23,758.11348603 ETH",0.01943003%,1
0x3d8fc1cffaa110f7a7f9f8bc237b73d54c4abf61,Uphold 2,"11,498.06762659 ETH",0.00940343%,"30,322"
0xd3738b7c4fc14fdf4d79a7563a71d17bbd2d6326,,"11,484.61309002 ETH",0.00939243%,4
0xe7df07f59156209acb4e752a9f6f11844f93b722,,"11,475.01526512 ETH",0.00938458%,1
0xd9083169f5e771ed7c17920c611da1e0a71a1505,,"11,462.64643396 ETH",0.00937446%,41
0xf1dcfa0837faa2a0ced8849cb3bf312e163ce412,,"11,426 ETH",0.00934449%,1
0x070aae112e45bccacce47586bddefc8b240f9eff,,"11,393.222866 ETH",0.00931769%,43
0x8f728ca3561edf7b015a0b972f8b6fb04db89e2e,,"11,343 ETH",0.00927661%,1
0xc40cc765114393aeeaae82b74d021b61a0c11409,,"11,300 ETH",0.00924145%,1
0x992271b5015274cd7cc934860695f7599cd930f8,,"11,296.55005244 ETH",0.00923863%,1
0x96351a787be9d1787ab47be436877723dc4199c4,,"11,295.89003279 ETH",0.00923809%,39
0x56a9cf3df976e18727c624eb63e5cedfc045589d,,"11,290.62660785 ETH",0.00923378%,19
0xc074775b0bb41d2a12ff3e29baf97018ea612ed4,,"11,269.03386032 ETH",0.00921612%,8
0x9b0c45d46d386cedd98873168c36efd0dcba8d46,Revolut 3,"11,209.65718167 ETH",0.00916756%,"7,469"
0xb9d7934878b5fb9610b3fe8a5e441e8fad7e293f,Lido: Withdrawal Vault,"11,195.04268046 ETH",0.00915561%,6
0x4976a4a02f38326660d17bf34b431dc6e2eb2327,Binance 20,"11,145.73674619 ETH",0.00911529%,"4,154,205"
0x4daf24cb5ac80f56df1c342f77fe3f5a364645ed,,"11,145.46691064 ETH",0.00911507%,2
0xf7a350f9755eb6601d31803fa32bbd5f710dfc8c,,"11,143.51036371 ETH",0.00911347%,1
0x086617a910e1ddc1291a26cf65f0ee5746f848d8,,"11,130.55893075 ETH",0.00910287%,3
0x21786202e5a25e5cca759939c7d56d428dbee352,,"11,103.99703011 ETH",0.00908115%,10
0x0e8eeb6759e0117200b472e054a6cd61f7777f3b,,"11,102.35793603 ETH",0.00907981%,1
0xd588e4102dff8f517d5875fe8a6befce6d501054,,"11,064.60243133 ETH",0.00904893%,1
0xbac101a6c81533e718a285a02280d4952ddd5b06,,"11,057 ETH",0.00904271%,1
0x78605df79524164911c144801f41e9811b7db73d,Mantle: Treasury,"11,047.14854103 ETH",0.00903466%,499
0x051c81439b93de85d31a185c77f44e3d4bee8585,,"11,027.037249 ETH",0.00901821%,9
0x1395c7153b531d3b2d53834cf3aee70b919f6fd4,,"11,017.207559 ETH",0.00901017%,2
0xd4f60a1a59e93368d265c8eedb05741e726c6d25,,"11,016.04956662 ETH",0.00900922%,"1,223"
0x6ba7843b25869a7a2570eebca10d5fd7192c81f9,,"11,011.547 ETH",0.00900554%,7
0xd821a193b7e97adc2ff3d3d72705d172d36856e5,,"11,004.91696266 ETH",0.00900012%,2
0x3b181838ae9db831c17237fabd7c10801dd49fcd,,"11,003.49899026 ETH",0.00899896%,30
0xe93f42c02ca3a26969ec5bc6d02e6cc646ed11f3,,"11,000.41901586 ETH",0.00899644%,10
0x4dac9b0a16e8c81d692a30c621763df7248db6f0,,"11,000 ETH",0.00899610%,1
0xb628441794cd41484be092b3b5f4b2ff7271eb60,,"10,990.10201369 ETH",0.00898800%,1
0x61eec652fbda4490772e71e2300db540e3d267ac,,"10,983.87907661 ETH",0.00898291%,7
0x2f23642c614d0c2920681a4c03b8b880c72709aa,,"10,959.5738 ETH",0.00896304%,2
0xa2c0f1083ea1c5279a0111d8886989fb5299d483,,"10,943.75683556 ETH",0.00895010%,127
0xa2ce66f2706c8ecc3b1b8a80bb050b156fff9b08,,"10,909.46264745 ETH",0.00892205%,1
0x5d48ae24e96ca893e7de05a277d6a90c35588e5f,,"10,900.01 ETH",0.00891432%,2
0x07d7a1d64e35e69241a1519ea6bc1e09f66c99e9,,"10,900 ETH",0.00891432%,1
0x2bce681cb725bb848ec82c28f848ab1454073471,,"10,900 ETH",0.00891432%,1
0xd42a5ba156f6f2747652740620ed642b0aa02fe9,,"10,900 ETH",0.00891432%,1
0x2555ef4fe1005af6d870b4af4cb39521326ff67e,,"10,899.9807346 ETH",0.00891430%,1
0xb1744815cf2decb53d4a38080a5eb5fe9cc9e77c,,"10,878 ETH",0.00889632%,1
0x4bbd78a6dbea8dc5f5b0ca5117c82e3cc0eb5875,,"10,852.53071219 ETH",0.00887549%,5
0x781229c7a798c33ec788520a6bbe12a79ed657fc,Zonda 2,"10,845.95091132 ETH",0.00887011%,"26,059"
0xb213de7b1ea2e7fe5870b96d279d4d721df8fa9d,,"10,800.00776897 ETH",0.00883254%,9
0x4d31998c8a4d00648d4db75982e8dfbbeb0af313,,"10,800 ETH",0.00883253%,1
0x75ba1ce57ce55ae3ab8a83f333449ad3b63de8b3,,"10,800 ETH",0.00883253%,1
0xa7165b9ea2ab66a9b3a5a8a176d715c9a463fbd5,,"10,800 ETH",0.00883253%,1
0xd3317f334db5106feb8d5e13433d4c6ab906a304,,"10,800 ETH",0.00883253%,1
0xe467cdab8ed6d14baf2742352891fb16a9f76736,,"10,800 ETH",0.00883253%,1
0x905315602ed9a854e325f692ff82f58799beab57,Alpha Homora V2 Exploiter,"10,789.15363551 ETH",0.00882366%,74
0xe121e595ac1b8ed3ca10cd7ec7b7f2d48cbaf2d2,,"10,785.95858748 ETH",0.00882105%,1
0xf250b4acd5855362df708771ddf7280e8e4167b7,,"10,757.29301107 ETH",0.00879761%,1
0xc333e80ef2dec2805f239e3f1e810612d294f771,,"10,749.53130194 ETH",0.00879126%,"101,490"
0x9869654e97ca713e8ef715c6aae21296b3e07255,,"10,738.73726984 ETH",0.00878243%,21
0xff762fa809eb3acc6dd3e25bccb8aaa80f8947e0,,"10,729.5516926 ETH",0.00877492%,36
0xcd08bedee338bf69f38ef49ba64d88043a2d1953,,"10,706.81448664 ETH",0.00875632%,54
0x152876abd0edf56845dba1e714379faadad5060a,,"10,700.969748 ETH",0.00875154%,1
0xea74e036762f560661550372f5abcf937c3a8585,,"10,699.969874 ETH",0.00875073%,1
0x33d7bae275f7f92f55ba569113220520c930bfbf,,"10,698 ETH",0.00874912%,1
0xbf43cbd9b7784a744d5705a2e8365ee96a3120fc,,"10,627.75520555 ETH",0.00869167%,8
0xff575a22975cc413771825eb84c163189a4d5d22,,"10,624.81385228 ETH",0.00868926%,13
0x4fa6689b94a433a45b7ea5737327b93eb3caca7c,,"10,619.43769193 ETH",0.00868486%,17
0xf939ab194400da7d12b5def3f753b1423e6a45e3,,"10,600 ETH",0.00866897%,1
0x1692e170361cefd1eb7240ec13d048fd9af6d667,KuCoin 5,"10,597.15164702 ETH",0.00866664%,"4,371"
0x198da095ca056c066e838eeef10caedbd81a5a08,,"10,580.5700433 ETH",0.00865308%,8
0x68084eac915e3429320ed6574811a0ea2873427c,,"10,572.41304636 ETH",0.00864641%,1
0xbb077ebe177c8f8259914f95ac1512842eea2023,,"10,571.20599371 ETH",0.00864542%,1
0x75fbd58ba18c80955bbb4c9fd46b83dc6bb68980,,"10,551 ETH",0.00862889%,20
0x3f35f4569cd0db7c3aa29cfa1732482f2a1a29f9,,"10,547.88839668 ETH",0.00862635%,21
0xd03be958e6b8da2d28ac8231a2291d6e4f0a7ea7,Korbit 4,"10,544.23054298 ETH",0.00862336%,35
0xdebe82c106bc7357d7867a7781c4d45d30b2a4cb,,"10,537.99585 ETH",0.00861826%,2
0xdaa7143682fe59f6d2d541ff285d44b0ae3d37a2,,"10,518.94346559 ETH",0.00860268%,36
0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,KuCoin 15,"10,500.60888859 ETH",0.00858768%,150
0xa43680f780c176216ec4d374dd1ebe229ecb07aa,,"10,437.01191325 ETH",0.00853567%,5
0x8740ebf35c08627dac6a8ccb0310aa920e0e66a1,,"10,424.97875467 ETH",0.00852583%,1
0xdf1fc5523f2e5ea4f6dac2eaed3263953a391b0c,,"10,414.56792654 ETH",0.00851732%,243
0x52d2083771c8a53b2315b136681bc8ec22e1176d,,"10,407.2803195 ETH",0.00851136%,1
0x48ec5560bfd59b95859965cce48cc244cfdf6b0c,Bitstamp: Wallet,"10,407.13727531 ETH",0.00851124%,"283,450"
0x3136ed252d6ec340c7d2fb1285c15add1fd4e0fa,,"10,406.62176936 ETH",0.00851082%,147
0x5fd8c3245ce27d3bf9af05c2106d622163793c83,,"10,400.55453265 ETH",0.00850586%,53
0x3846aed50a2ed5959a4ea897c32c97fc70881561,,"10,387.77241055 ETH",0.00849540%,7
0x7b90e8eb6525a8d6840a9e75e823903d77040b60,,"10,364.99427845 ETH",0.00847677%,7
0x4e7afcd30f2516724e6ba7ba82560eadb437c12c,,"10,359.26078806 ETH",0.00847208%,27
0x16da108374550fbd62dd732f9cd9bdb1d6c66c17,,"10,354.99722304 ETH",0.00846860%,28
0x7c4ca4405041200f34e2f211cdf276948e3360c8,,"10,344.98808005 ETH",0.00846041%,38
0xb702775182932110b614df8dd75c5a0c36da0274,,"10,339.13882167 ETH",0.00845563%,1
0xca19401610e2222f19cb9d47e53e9e29535e87e3,,"10,338.37770388 ETH",0.00845501%,3
0x5f397b62502e255f68382791947d54c4b2d37f09,Deribit 8,"10,337.44287996 ETH",0.00845424%,"1,470"
0x4adf44961a7cbe8ee46b2bf04e7198e879677825,Galaxy Digital: 0x4AD...825,"10,335.92722479 ETH",0.00845300%,"1,105"
0x6709842c12e713789f5706e0dc207921e0835d50,,"10,335.01091583 ETH",0.00845225%,3
0x146871534fbc39fd25328daedd9225d6ff0f2535,,"10,321.06327946 ETH",0.00844085%,1
0xa6e4173ec39b9c7468a23e71a0da11e6fb23e058,,"10,320.39268946 ETH",0.00844030%,2
0xd55fb029f7014d7faa23822c4af143e89ac8df5b,,"10,298 ETH",0.00842198%,3
0x055c8ebc495bc1363260544312cfaa9615f7fc14,,"10,297.29443447 ETH",0.00842141%,1
0xfd71c87da768207db2b8532cab368aad8cde9cc3,,"10,295.16108057 ETH",0.00841966%,1
0x9e7174cad1a3c8cc479f44c397438e7d53a2d874,,"10,294.38552258 ETH",0.00841903%,32
0xf6bc8361ef8df8db9987f492ca3b6c30185eb175,,"10,288.6887104 ETH",0.00841437%,4
0xd2f86bf2d5cb5871545430cee9f59a51ce57211b,,"10,281.0635506 ETH",0.00840813%,53
0xe02b10dfe0626307b44c184075e4ee831ea9b189,,"10,279.30622749 ETH",0.00840670%,27
0x782699c2eee62027e118c804537315d5d105c3aa,,"19,891.97840177 ETH",0.01626820%,3
0xcbad44d01ae887bd0295aebf4bb0c28abfc14a17,,"19,785.20307979 ETH",0.01618088%,6
0xfb90d21c9c40153a87058a98bc124529a0500537,,"19,764.3337 ETH",0.01616381%,1
0x7aad70f2d9a1b3e3c1c1db4ae1f1eb5c1e32ab6d,,"19,723.06241087 ETH",0.01613006%,14
0xc6ee35934229693529dc41d9bb71a2496658b88e,,"19,700 ETH",0.01611120%,3
0x8f509a90c2e47779ca408fe00d7a72e359229ada,,"19,681.110496 ETH",0.01609575%,87
0xe47e60f6b8b13c079e3c27e1f855a79e16ca8d54,,"19,310.05745629 ETH",0.01579229%,15
0xfb1f0e24e3df3e7165c17c668316d70e77563884,,"19,299.47655614 ETH",0.01578364%,4
0x997114ca0830e9bee7443368fa27f4af2d4e55a6,Plus Token Ponzi 2,"19,273.7792971 ETH",0.01576262%,56
0x07fe1752b74395ab1b71d94c46ee121d0a61a26d,,"19,229.6968169 ETH",0.01572657%,15
0xf51e589bdf6aabccbda45794329f7d0574931a82,,"18,999.72443231 ETH",0.01553849%,33
0xabea9132b05a70803a4e85094fd0e1800777fbef,zkSync,"18,973.6041661 ETH",0.01551713%,"1,931,282"
0x15e3d8a0123c33af7d91372e960dccd6b5bb2999,,"18,844.15823849 ETH",0.01541126%,31
0x7a8c531438daed6a8836025cf3566648c1d4a7c9,,"18,775.68 ETH",0.01535526%,2
0x170436fd915b5481612b5923e45054b6af25fa9d,,"18,753.07804962 ETH",0.01533678%,1
0xff9b84447ab2fad78ead48c080bfee9c6479c235,,"18,738.86166521 ETH",0.01532515%,5
0xb7574272dc4829c6ee6437bccd691e5735a2a9b5,,"18,727.15417428 ETH",0.01531558%,0
0x34780c209d5c575cc1c1ceb57af95d4d2a69ddcf,,"18,703.30860093 ETH",0.01529607%,84
0x147593c9875a11e9f4102974fd91fa825aa2eefe,,"18,647.15366203 ETH",0.01525015%,25
0x4a34fedf244fc3b38ec51cb18a1672dfd46b96ce,,"18,634.30205737 ETH",0.01523964%,2
0xc8519f29bd818a4f8da7c6b7c50b2a7cbc2131c0,,"18,595.57012603 ETH",0.01520796%,7
0xf546c8d069e9aa511cd8c11e0951714544a0479f,,"18,575.00000678 ETH",0.01519114%,5
0xd135913f966d874078822b06b50a645a665d9f6c,,"18,407.74802661 ETH",0.01505436%,40
0x6b74c3791c43b30d3822ffa70679b2a82e88f131,,"18,355.41556312 ETH",0.01501156%,1
0x818d106086958246cf57a6063eaa624481267d8e,,"18,348.18247278 ETH",0.01500564%,1
0x86523c87c8ec98c7539e2c58cd813ee9d1a08d96,,"18,318.86955467 ETH",0.01498167%,66
0x0c894f942833ceacd7dd71d7a040f518b338c67d,,"18,279.70843693 ETH",0.01494964%,2
