timestamp,name,open,high,low,close,volume,marketCap
2023-11-01T00:00:00.000Z,2781,34657.27532,35527.93156,34170.69259,35437.25318,22446272005,692109682986
2023-11-02T00:00:00.000Z,2781,35441.57739,35919.8436,34401.57491,34938.2424,20998158544,682394289861
2023-11-03T00:00:00.000Z,2781,34942.47432,34942.47432,34133.43962,34732.32558,17158456701,678402411404
2023-11-04T00:00:00.000Z,2781,34736.32341,35256.03275,34616.69334,35082.19722,9561294264,685272381015
2023-11-05T00:00:00.000Z,2781,35090.01302,35340.33972,34594.24258,35049.35592,12412743996,684667682721
2023-11-06T00:00:00.000Z,2781,35044.78992,35286.02683,34765.36485,35037.36944,12693436420,684460477854
2023-11-07T00:00:00.000Z,2781,35047.79363,35892.41637,34545.8151,35443.56136,18834737789,692425627404
2023-11-08T00:00:00.000Z,2781,35419.47672,35994.41653,35147.80081,35655.27608,17295394918,696595346035
2023-11-09T00:00:00.000Z,2781,35633.63439,37926.2568,35592.10325,36693.12363,37762672382,716902433923
2023-11-10T00:00:00.000Z,2781,36702.25186,37493.8013,36362.75523,37313.96969,22711265155,729069481964
2023-11-11T00:00:00.000Z,2781,37310.07076,37407.09328,36773.66646,37138.05054,13924272142,725668445885
2023-11-12T00:00:00.000Z,2781,37133.99088,37227.69256,36779.11653,37054.52014,11545715999,724074263173
2023-11-13T00:00:00.000Z,2781,37070.30587,37405.1153,36399.60511,36502.35734,19057712790,713311947480
2023-11-14T00:00:00.000Z,2781,36491.78758,36753.35219,34948.50028,35537.64052,23857403554,694491212462
2023-11-15T00:00:00.000Z,2781,35548.11279,37964.89283,35383.78097,37880.58317,27365821679,740312548128
2023-11-16T00:00:00.000Z,2781,37879.97994,37934.6252,35545.47334,36154.76924,26007385366,706617161805
2023-11-17T00:00:00.000Z,2781,36164.8236,36704.4828,35901.23556,36596.68192,22445028430,715288296430
2023-11-18T00:00:00.000Z,2781,36625.37148,36839.28287,36233.31173,36585.70293,11886022717,715107332423
2023-11-19T00:00:00.000Z,2781,36585.7657,37509.35626,36414.59828,37386.54777,12915986553,730802775304
2023-11-20T00:00:00.000Z,2781,37374.07468,37756.81929,36882.53198,37476.95586,20888209068,732607478252
2023-11-21T00:00:00.000Z,2781,37469.15971,37631.13964,35813.81136,35813.81136,25172163756,700129319723
2023-11-22T00:00:00.000Z,2781,35756.55326,37856.97991,35670.97188,37432.33831,24397247860,731805245916
2023-11-23T00:00:00.000Z,2781,37420.43388,37643.91842,36923.86436,37289.62066,14214948217,729048665033
2023-11-24T00:00:00.000Z,2781,37296.31683,38415.3382,37261.60605,37720.28115,22922957823,737506220401
2023-11-25T00:00:00.000Z,2781,37721.41345,37892.42997,37617.41683,37796.79234,9099571165,739040907500
2023-11-26T00:00:00.000Z,2781,37796.82886,37820.30134,37162.74915,37479.12229,13744796068,732864171271
2023-11-27T00:00:00.000Z,2781,37454.19196,37559.35455,36750.1271,37254.16885,19002925720,728495474098
2023-11-28T00:00:00.000Z,2781,37247.99117,38368.47995,36891.08936,37831.08687,21696137014,739813120656
2023-11-29T00:00:00.000Z,2781,37826.10552,38366.113,37612.63162,37858.49405,20728546658,740379866134
