blockNumber,timeStamp,hash,nonce,blockHash,transactionIndex,from,to,value,gas,gasPrice,isError,txreceipt_status,input,contractAddress,cumulativeGasUsed,gasUsed,confirmations,methodId,functionName
16308930,1672540139,0x205295d62f44e5a2e2ccefbe7f666809f1b00926ad12857ad60062aa2eb03600,45,0x0c31e4ebd5e8554b64f6532d2c390e540d551bed3bedd5cebf1a50dcb70e1e2d,78,0x5a029096962d988ca694d8077cc1bdacd373953e,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,242020,13512845544,0,1,0xdb006a750000000000000000000000000000000000000000000000000000000d739ef493,,8998994,193098,3824723,0xdb006a75,redeem(uint256 tokens)
16309140,1672542659,0xa24597a108b6c0e3987d7c5ea1f7661b295f9c6dea529defa9284a45b158c8af,3,0x89b3309eeb36b7e460df802d76af2769430501ea9db845417126b7eacb927f56,132,0xa12efa693507fc4a5d1f716fe4a404f59b45c439,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,49192,17174247214,0,1,0x095ea7b3000000000000000000000000e66b31678d6c16e9ebf358268a790b763c133750ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,9872478,46408,3824513,0x095ea7b3,"approve(address _spender, uint256 _value)"
16309176,1672543091,0x7574a10325b5809c51941c9a5d607f6a75f92fe14e94897fe6aa04ec619d5f15,4,0x281a7813051dae0df7d0972a753f306f5af93d7cc9040f1e45cd62f0be2d31dc,45,0x73d7a85fb32ca1863b6884bad84f5a4ab45c0e4b,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,49192,14788277856,0,1,0x095ea7b3000000000000000000000000e66b31678d6c16e9ebf358268a790b763c133750ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,4124107,46408,3824477,0x095ea7b3,"approve(address _spender, uint256 _value)"
16309180,1672543139,0x73a1d350a81f45f408c92f13a6c28b4fbf22a0cb66983a2bb3b654e9744e0d27,2,0x01743915ca9d115e75318b03f0308ef79945b60649df3ffe8c5e8751b1015661,18,0xe59c321da963df04d4569b74ec84f745b30c807a,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,51049,17252055446,0,1,0x095ea7b30000000000000000000000004c0767322bbbc15ab503921f35cfb0f8f5c465d2ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,2010762,46408,3824473,0x095ea7b3,"approve(address _spender, uint256 _value)"
16309303,1672544615,0xb46d16463ecae847c30cb0a05cac45747b4cdf383f7349645f75c0e51cf212b4,78,0xe867a5d63c171a9f8548a4bd654e75782de2b131d9844e99de50a338d4f23d9c,100,0xf16c3df309cf1c839358d995c29e2950c021cf66,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,36063956181753052,162020,13708447260,0,1,0x1249c58b,,11120491,128362,3824350,0x1249c58b,mint()
16309339,1672545047,0x3f34f154db05c36f79977859a13ea8aafd616c92704a17400bd92bb804a061ff,452,0x4315747ded100c84f95e60e914f11a872b7bacefed3f827056ba886312172822,74,0x87d48aa20cb1b8d6972b1c94475161c8ad1334dd,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,312020,13622826183,0,1,0xc5ebeaec00000000000000000000000000000000000000000000000053444835ec580000,,7533043,253039,3824314,0xc5ebeaec,borrow(uint256 borrowAmount)
16309820,1672550831,0xa427cf4958dac84dacecae0aacedbbba1251dbbc794f9dcbd47ff67f7d47935b,5,0x51f50a7a58682ad63fc4306135eca49ca93c96662bd874c08d508c843bb390c7,26,0x677c98916b1a6190145af44d6318c1d58b189741,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,69612,16442459316,0,1,0x095ea7b300000000000000000000000040aa958dd87fc8305b97f2ba922cddca374bcd7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,2354639,46408,3823833,0x095ea7b3,"approve(address _spender, uint256 _value)"
16310420,1672558043,0x9d87dea40306e38fa09495b923698a6abf039e6147b137c7c65eb47937fd0e23,223,0xf7e9aa626713b1608cbd2c7794c774c5e2db86db22a7eec2c803825bb121f842,73,0xe4bfde90e04edac56dec9a27755b0ef860774f9a,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,192020,13836355511,0,1,0x1249c58b,,5641081,159732,3823233,0x1249c58b,mint()
16310784,1672562423,0x12d9ba5f9cc10c3d13e5fb29bc806d8fe4f0b5abea1baf22a4c060bcc5701505,1614,0x93fe2821af5fe6db4dd8d405e12a08a017b557a24ac26d50eb2f79e571f21b37,32,0x4cae5bed586f6e73ae54ebd40a4ac4ed2c477c34,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,46408,14304700319,0,1,0x095ea7b30000000000000000000000003b6f1fe07cdab8a43f39c3b99ba8ff26e28db8b4ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,2564870,46408,3822869,0x095ea7b3,"approve(address _spender, uint256 _value)"
16310841,1672563119,0xb1c9b8e88b12fb58f0e32195c0ce00ed43c608bced7775f7d9b9edd5d1171919,494,0x9a349dd7df5e75b7f12daf35e9755e547cdd5527aa19e531b947206cc71d536b,90,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,182020,14700887814,0,1,0x1249c58b,,8376062,145462,3822812,0x1249c58b,mint()
16310851,1672563239,0x85db952f566134fcc030156d3d9c2d62fa48bbb3d60f9d643ba30b2b7d4c7726,495,0x99559ce43a73893beee4367037069e2a6a1c6f70ef99943d9ff1843ecd10c260,108,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,162020,13080858873,0,1,0x1249c58b,,10051181,128362,3822802,0x1249c58b,mint()
16310854,1672563275,0xbf64ed2b46086d42ccc77cd84b844fe7fe10d5a9c8ad30930d9eb22b5663a9f9,496,0xf2379ce27e3be332c97b5155955fc2c917ddcf90abb58948ca5370346f064334,104,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,162020,13779509438,0,1,0x1249c58b,,10042580,128362,3822799,0x1249c58b,mint()
16310856,1672563299,0x45bafac5c449efa8f100589c7444df938a6b79b684081dc71318aa82db6e16c3,497,0xc29edf55b21ede51e0f4a6ecdee3a9a1858892662d8c82d6c0f5f3d5ee3a0b3a,45,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,132020,12745658781,0,1,0x1249c58b,,3889368,128362,3822797,0x1249c58b,mint()
16310860,1672563347,0x6bae12dee237e9598e24bcc3b43afe00dbab422122269cad47cbc6b902a57e4d,498,0x265f5883afd54098dd53ccb201633729249c0ef14c348c0e6ccfb16f453ce733,51,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,162020,13634218591,0,1,0x1249c58b,,4750804,128362,3822793,0x1249c58b,mint()
16310862,1672563371,0xed7a2c5125dcecdea1f30e79c025eb7e2acbe4eb458f424e8465eb878e81b620,499,0x4261ba912558ff62854b134c372e4920d8735d04f235706464d51f88e8f1f83e,66,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,132020,14239569597,0,1,0x1249c58b,,8111259,128362,3822791,0x1249c58b,mint()
16310865,1672563419,0xc27ab72b41e9e8773d4633bbb3aa2346d9aec317d58cd896e49122472348f57c,500,0x48ee290653c43345c498a927cebc27e87dad61f7d1df2058524987a78645671a,92,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,132020,12467843806,0,1,0x1249c58b,,27050573,128362,3822788,0x1249c58b,mint()
16310871,1672563491,0xab79562e22a9ced6f180078eba6d0b087c7335c67387a34f908c4ced77c0e122,501,0xa8009b7e7a60921042ec058a341ddad81d06fa962a7fa878fc3e64c677933aea,53,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,132020,13802871355,0,1,0x1249c58b,,6680726,128362,3822782,0x1249c58b,mint()
16310874,1672563527,0xf3043d24708ff25e150cf7abc3af92b56acf98e3e32dadf0e1457b7b1d308397,502,0x8219bf71cd5d16d47dfd42de128743dc486ecd959e9aae85c7a247fd2a3197ca,48,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,162020,13067300092,0,1,0x1249c58b,,27310973,128362,3822779,0x1249c58b,mint()
16310876,1672563551,0xe187d2b52bc3d62426cf265f5bd7ef514b9e9ae60aa7ffff60407fca1b5d5366,503,0x50e1245dc0c8791fa7e008a219339254024a98e3f18efa5654d640158add2c54,63,0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,132020,13776442639,0,1,0x1249c58b,,7556325,128362,3822777,0x1249c58b,mint()
16310928,1672564175,0x96f7fadce510019d2d1570bc2add17b76a98c1d22f1b0e7c82e037383be0aff9,15,0x329fa36aabaf3b791cc1742a0483f655cf44c1d49fbae8d08b1fc170d1e70095,24,0xaca7575951090179c3212467804d081690b2fecd,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,49192,15268189813,0,1,0x095ea7b3000000000000000000000000e66b31678d6c16e9ebf358268a790b763c133750ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,2602573,46408,3822725,0x095ea7b3,"approve(address _spender, uint256 _value)"
16311666,1672573079,0xe01ec808d49fab8556ef8c8dcea9eb6a40fa609efd83d7b93595801db9b548e2,102,0x6d3eb06e0db93b9263176d689bb261eb5cea4f7fc45b85bb269d01f3a37b98f4,78,0x199409b7b94091fd0013f51c5932a0fd88896b94,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,380000000000000,192020,12443893069,0,1,0x1249c58b,,7650113,159732,3821987,0x1249c58b,mint()
16311799,1672574675,0x50e10acc6a7ae1d9d07adb766e1dd14edb8eb919f81f2897ebc530f33d568a9f,331,0xd301ab5467b10885f7eb4f173d24dd0534f66fd1bf02f0ad8c19fbe749eff0e3,66,0xfa5fd80203050beae073389d68c326e01f5109e0,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,362020,17109317981,0,1,0xdb006a7500000000000000000000000000000000000000000000000000000053e7b765ae,,6314013,283776,3821854,0xdb006a75,redeem(uint256 tokens)
16311829,1672575035,0x6d70fbe60760500742cb7370f8980c22f160cb3dbec3e14ee393cadb17761aeb,677,0xe2fdb55ad6a3f1a85716b69c056f34bea2b6cc8a13cc396424d6bc4462a9d28f,0,0xfda0d8b3d1797c23cb19cd4fe0ff47deac6335b3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,552020,13895953016,0,1,0x852a12e300000000000000000000000000000000000000000000000010a741a462780000,,444271,444271,3821824,0x852a12e3,redeemUnderlying(uint256 redeemAmount)
16311927,1672576211,0x01c2e27187e0407606052d9139837d866f51bcdc9f3875cc6c66f86e8d72fc8a,680,0xc5ab9200f5550a44151569a74d0155de322e0ef2281777b5fb42e4711aead6e8,254,0xfda0d8b3d1797c23cb19cd4fe0ff47deac6335b3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,542020,14499138032,0,1,0xdb006a7500000000000000000000000000000000000000000000000000000001b309fb4a,,16202428,434153,3821726,0xdb006a75,redeem(uint256 tokens)
16312000,1672577087,0xe961078b657218511ebab37066a9e8a85d001401ae77693cf714f089721b9d08,53,0x1d6abb692c6508af1b45fb78ba1388ac998d0b9e063e4de1c8951fcd2ef64562,76,0x3d06be592d6101d7d661de9d2c435d96161d3470,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,382020,15863718764,0,1,0xc5ebeaec000000000000000000000000000000000000000000000000214e8348c4f00000,,7551561,305644,3821653,0xc5ebeaec,borrow(uint256 borrowAmount)
16312060,1672577831,0x1f32b4a4474ae33bc90267798c08d7cfde48ce762fcff0bd1ed8ce989ac0ada8,78,0xd995d94878bd06d7d5aab6a35c43e0c0e2ee4289a3c9b3c901bad9bb603da988,168,0x2d1e9d8dd870fac0ea720f5eeabcf744395d0fc1,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,382020,13179166622,0,1,0xc5ebeaec0000000000000000000000000000000000000000000000001f399b1438a10000,,16189006,305644,3821593,0xc5ebeaec,borrow(uint256 borrowAmount)
16312256,1672580183,0xf4c5f02eb26fd8764d736c4455b7568e90b32cc3efc71739a2c72207d8819892,94,0x6b5eed8acf9e64cf346ff5fde3bf630b7733e1195c80af4161e928dad78cf29f,114,0xce936b7e11c81f30e3e100fb7f143f33d2e94872,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,580000000000000,192020,12000000000,0,1,0x1249c58b,,12235165,159732,3821397,0x1249c58b,mint()
16312323,1672580987,0xb0767604f53de73149421bee5622faf7f58e1ea9ecaf23910b77c9b894ca5cf4,2,0x500ec09a543c2e7dbb11c363087272f4169bdec804e96d1d507a4eb34112b2e9,4,0xd6347c11defa69b689a16568e567ae7e310f229a,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,267641700000000000,199665,15441135947,0,1,0x1249c58b,,253825,159732,3821330,0x1249c58b,mint()
16312555,1672583771,0x2a648f11e0fddc7d578690f20ef3d84f2781b599722274805f235495691e87fa,18,0x7e261273fdd8db6d5ae1c1fe7131098651de98c40676c8617ed84972f833d4c5,104,0xabfa4d47a1cf4d7fdf059bd9fb665c47e24d6ddb,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,75000,14000000000,1,0,0xa9059cbb000000000000000000000000d384bead922cca4b7fad1d8384ce69aad0071610000000000000000000000000000000000000000000000000000000012c4677d8,,11949213,73884,3821098,0xa9059cbb,"transfer(address _to, uint256 _value)"
16312902,1672587983,0x699d1541e07f8978fdcea158aae9249d4ad6f5045179392b088adc7401d58b60,2362,0x91e81387273eb3a4066a32617508b7c387656671016efba1d9ee9632e81440e7,127,0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,642020,13024325993,0,1,0x852a12e3000000000000000000000000000000000000000000000013f306a2409fc00000,,17621846,513290,3820751,0x852a12e3,redeemUnderlying(uint256 redeemAmount)
16313016,1672589363,0x2c125debe351edd4511fef5ec3a2610d1638172958c49dcf9b31325176115cdd,4,0x7e9ffedd87c3a11b73ab2a60083694a078ed5d3cd7fa4e547876bbd24a896a9d,38,0x0a74437a7fb2dfc18aaf69406e2d55364febbc17,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,198169,15792524467,0,1,0xa9059cbb000000000000000000000000099dcd9c9b497b08004baceb35ee132a29fbd20d00000000000000000000000000000000000000000000000000000000004db54c,,2361988,127313,3820637,0xa9059cbb,"transfer(address _to, uint256 _value)"
16313081,1672590155,0x93cb348aadd5aba76ed35ca8b7aa91826e67197e1f33b0e376b97cb5d8800d15,338,0xfeb9ca64174cc7ff335779ae470b64cb24ad4993446785fa19f459416e40ca1d,80,0x22770f5150ade65e3131b3373d334153e6b0fe0d,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,80000000000000,162020,14399622245,0,1,0x1249c58b,,9329186,128362,3820572,0x1249c58b,mint()
16313115,1672590563,0x333acee3d6f551704ad5d27ca3253874ce05a8362df528e13336cc2fbf1717a0,1433,0x018b815d8912409476d3b69f879261ed33af4e1018c81a4a4ebbbf9b0c342ca4,106,0xbc22face11609f93589ac660f64c633084273ec9,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,382020,15245692081,0,1,0xc5ebeaec00000000000000000000000000000000000000000000000063eb89da4ed00000,,12521454,305644,3820538,0xc5ebeaec,borrow(uint256 borrowAmount)
16313200,1672591583,0x9af5db8d8f2bb3245b4ad3012edc482fa3e2584a9eeb8f64a241838f2351752d,183,0xb899feb0b51708a99495d7ef02df57939aa895982648796571e947e26bb3b941,107,0x1354209abec8465af92051c3ea34da24c210ce3c,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,28924,14636338336,0,1,0x095ea7b300000000000000000000000047bca718ad5bf96e32fd9477e914d353bfe3b9c70000000000000000000000000000000000000000000000000000000000000000,,11691570,24124,3820453,0x095ea7b3,"approve(address _spender, uint256 _value)"
16313219,1672591811,0x3a1530780e31f2c76e741911cdbc3704f68588ce81317cd887b922ed47d6a896,9,0x956f0e46ae797b7ee7cef9b2cb9d3fbe7705b2c55e2743016f6de4eb50f58efb,77,0xe59c321da963df04d4569b74ec84f745b30c807a,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,11000000000000000,400000,14169069018,0,1,0x1249c58b,,7019501,142601,3820434,0x1249c58b,mint()
16313226,1672591907,0xf3dd830b02e224cfc63b206fbe7de2b639b94dd9b89458f391a04e553cc85bf4,2366,0x27999aed34fe0c15f47fd5e99262e5b0508e93a5fbaa19f5ba6dec1411f7d159,108,0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,632020,15797036456,0,1,0x852a12e30000000000000000000000000000000000000000000000192bdd02c4af431000,,12467064,508574,3820427,0x852a12e3,redeemUnderlying(uint256 redeemAmount)
16313404,1672594043,0xe6f26888c6e13876254bff571188c0ba849bde191b47df1caee728f94a3a25a8,182371,0x56638c33fb54ac39b2bfc9deba975884bafa1250549b9e218927c81a771be8d9,9,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,183738,13978923366,0,1,0xdb006a7500000000000000000000000000000000000000000000000000000017e9bf8489,,1652813,130476,3820249,0xdb006a75,redeem(uint256 tokens)
16313415,1672594175,0x45b1a8f4815b357ad4cfc26bfb6a47085a86e42f61faa729b6dadbde704f44e2,104,0xf3cf9c59159c151cec43af1d686c0466329832c72ab7cf323af429e43e55ad2a,106,0x12fea79122404634a03df7ce08e984e6c128fc21,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,192020,12783938360,0,1,0x1249c58b,,13309551,159732,3820238,0x1249c58b,mint()
16313651,1672597019,0x1fd0762f04b0341dcda82a5e1dbd1844ec89d3982a951f3798fda34b6f9e9893,172,0x1a1847f211d606171ae7a2416c99b60f9f726cd319e9231d2a214ff5aaa65571,97,0x7f75530fcec9ac3bc2175173d06be94e5b27f2ac,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,10000000000000000000,162020,13632191906,0,1,0x1249c58b,,9757215,128362,3820002,0x1249c58b,mint()
16313703,1672597643,0x9fb589c64c485c2a6e607b1978cf2f3f3452ace9f5ed4d03183490227a7dda08,2368,0x0915982ef430e2552c3825a11b1842ed7adbe963c67432dbbfbbdf3268d6b1a8,183,0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,464400000000000000000,162020,12636105711,0,1,0x1249c58b,,14948132,128362,3819950,0x1249c58b,mint()
16313904,1672600055,0x4964c5e5ec3b4e2b78efae5b43a135d94589b79316fedb8e5e201df121d8e82a,19,0xdced491b2822b4d9993b64925f889fd3823a2c26d7abdbae0901f60681dcab91,96,0xabfa4d47a1cf4d7fdf059bd9fb665c47e24d6ddb,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,75000,17000000000,1,0,0xa9059cbb000000000000000000000000a95c85c7f7b3a6bd19b8387414b10ec5a8d59e7f0000000000000000000000000000000000000000000000000000000679c5cb8c,,8943400,73884,3819749,0xa9059cbb,"transfer(address _to, uint256 _value)"
16314126,1672602719,0x329089c9c16321f09e3111e39cbcb5222c7c88ac5d89363fa6734657f1b53ebe,111,0x17c5cc9d326db22370ae2676b71cfbaba5531f67de0a729c71c33faea0c375b5,107,0xf398d6f2aa31a2e2e66173023f5a82ffef6278e0,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,162020,14899540552,0,1,0xdb006a7500000000000000000000000000000000000000000000000000000013bae09bc4,,10332280,130476,3819527,0xdb006a75,redeem(uint256 tokens)
16314903,1672612091,0xbcddd5f4c7a67af69ab424c2e07fee0a52f9579da3ca493a1d44fabab0e20c50,7,0xcc513d8d38ac28224bc0fe41dfc2fb9e40858631cb6db95e37552ee8b088e8be,21,0xadd94bcb21d2d6b8add6f9d51b75727688dac9e8,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,49192,14915496236,0,1,0x095ea7b3000000000000000000000000e66b31678d6c16e9ebf358268a790b763c133750ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,1642421,46408,3818750,0x095ea7b3,"approve(address _spender, uint256 _value)"
16315753,1672622303,0xf3cc9f18fd4c469fc84d77e2da285090df4a83c79645907938c81f4c232e31b1,182373,0xa78cc4c15acf13b64dce2ec4c528e04d9494b1d115f24aed583c3cc6b68a9d63,26,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,20634875406906417155,142601,16738857182,0,1,0x1249c58b,,4192996,142601,3817900,0x1249c58b,mint()
16315945,1672624607,0x953b19dbec4c4c6989a5be7e8c30100acdef8318bde46bf84465689aef015cbc,18,0xf82d57dab3e93a054a44ff767aa9dddd959c3987d60693815ea3c9170980b599,86,0x127eb116025354c8ace41855fd0d591e6cfa2dce,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,200000000000000000,192020,13654142381,0,1,0x1249c58b,,8631433,159732,3817708,0x1249c58b,mint()
16316187,1672627523,0xe75eb8743767217a32706446f6f061815874af575c5d14f59bbd467a1f25f92a,14,0xaea97d3c6d393e952f68dae3720a304e81331daefaa14d9b7c0858a1cc28027c,10,0xd631d27ad2b1a4081dad02aff90fcf06577ac2fb,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,169095,17176530582,0,1,0xdb006a7500000000000000000000000000000000000000000000000000000004d37e907b,,1066612,130476,3817466,0xdb006a75,redeem(uint256 tokens)
16316377,1672629803,0x2df9e867155b2abeedac3b14a589ef4ab0f7a804c3c1d421c844e9620f265327,4,0x7a59eafb6de07aa0ff6a7a17a98fe5e1f6addea9fb60013b54e9fd335048fa93,84,0xfe14ff3086570050127e0f7326f5ec2bd1fa64ab,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,306779,13653032568,0,1,0x095ea7b30000000000000000000000001111111254fb6c44bac0bed2854e76f90643097dffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,7498000,46408,3817276,0x095ea7b3,"approve(address _spender, uint256 _value)"
16316501,1672631291,0x040c12454da6abeda0c656f89c2c99257ff86c9a1c2103100ef3f059ff19dba0,5,0xe2e9c46ab85acf0a3f36f0ce96b4979d92bf4081b23dd7aa6051d04044292677,5,0xfe14ff3086570050127e0f7326f5ec2bd1fa64ab,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,190455,16540355747,0,1,0xdb006a75000000000000000000000000000000000000000000000000000000001db0a31b,,2211090,147564,3817152,0xdb006a75,redeem(uint256 tokens)
16316550,1672631879,0xcd04e47b98774e065f743dfa0e292abf8bd30dce58343b1de27d259b67650b51,182376,0xd1be82088cb8e91fe054d1889d65a228dc85947994199f4617ab68287b5fb539,1,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,183738,14936732580,0,1,0xdb006a750000000000000000000000000000000000000000000000000000001d19ab54f8,,245481,130476,3817103,0xdb006a75,redeem(uint256 tokens)
16316759,1672634399,0x33e1f2b0a558c4999280d29b6ba9b6a39698990ef0ffde8048b984324f97b962,8,0x018658a865d131b9a35398939f9a6f9864e3c3e6819e905ec4cba47810e874c8,16,0x0b319b8241ebb3ca71b4b9a11e6196cf3feee910,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,49192,15286559640,0,1,0x095ea7b3000000000000000000000000e66b31678d6c16e9ebf358268a790b763c133750ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,967923,46408,3816894,0x095ea7b3,"approve(address _spender, uint256 _value)"
16316857,1672635575,0x5a06e1ea8cf237d6fd077424019d328cdb5fa97aec5d6d93b9aeecf4c829a0fe,358,0xbfc84cb31b13fb6c80bb023ff0608894af4e4d6965db6a992a766ca8a6b516ff,76,0x512d2c196629119638ba72a1a80d6123fa024d2a,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,51049,14384512391,0,1,0x095ea7b30000000000000000000000001111111254fb6c44bac0bed2854e76f90643097dffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,6100911,46408,3816796,0x095ea7b3,"approve(address _spender, uint256 _value)"
16317067,1672638119,0xdb15c5dba0dcc59eebbe63fc242d75769f54845986d897c9bb531d0bcc2c81cb,485,0x3b17c30fe4bb2a2012c9b4e132c133846454503ce7b3fe57d605fa0dfba20b26,199,0xdc6b8b33630fade4a11d5f52666a4c30ac800363,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,100000000000000,192020,11120000000,0,1,0x1249c58b,,25906698,159732,3816586,0x1249c58b,mint()
16317557,1672644035,0x30d16c14f42c18914b0de1dd308415e403e3ca8399af24e746c75514c266e93e,182379,0x4a53334f55217e0b2ea14bfca75b0288d1d3a0aece7661e8dabf547a81486891,18,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,183738,15167446277,0,1,0xdb006a7500000000000000000000000000000000000000000000000000000018bed3cd61,,4173466,130476,3816096,0xdb006a75,redeem(uint256 tokens)
16317581,1672644323,0xb58fe99a4f8150f1daf6e734f8e4da26d3189c1cfc56e12fce53a20ed45d4343,182381,0xbbdd9286659b2e4eaf32008f94c8ed94252c1840712831a4ef45fa199108b49f,5,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,183738,14047117902,0,1,0xdb006a7500000000000000000000000000000000000000000000000000000017cadc3d7c,,1438892,130476,3816072,0xdb006a75,redeem(uint256 tokens)
16317655,1672645211,0x919f589fd0664b45626077866de97be819e20783e16e94a45e102cf9697ea45c,1,0xa18550eea27df95a2a1aff9202fac5606b2026cb04b24124d405bc45618a2d74,22,0x3900eebc7d31359f2d3eb0b48c10c6c286e78315,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,1000000000000000,400000,15322649136,0,1,0x1249c58b,,2380314,159732,3815998,0x1249c58b,mint()
16317682,1672645535,0x9cee1cfc65aa7020070b81d3a6be6bb3407e40b2f8c89ac1df758f056ddd36c0,4,0xc5b78d1576c42c1f5e3d581f3c11dfd68a64e9cda83651f62a5c1d76a43d304b,65,0x380a49d76e06ad3cf626d3a3ee4427525e34b73c,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,49192,14495697972,0,1,0x095ea7b3000000000000000000000000e66b31678d6c16e9ebf358268a790b763c133750ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,,6315763,46408,3815971,0x095ea7b3,"approve(address _spender, uint256 _value)"
16317732,1672646135,0x15ef67b234508e939caebdf4fc7b21ab047b303cc8c77145e3b4d92f47a88b68,6,0x8fb381975f7f7d16d6c6b9c8b2c7a27fb77bc1e55abc5aeecd4b8dd16fb25886,11,0x2dd0b4a3a46017adfddfbe2534749e2070e5d8b7,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,2700000000000000000,182020,14392717409,0,1,0x1249c58b,,1191007,145462,3815921,0x1249c58b,mint()
